household_type,income_group,year,federal_taxes,individual_inc_tax,payroll_taxes,corporate_inc_tax,excise_taxes
elderly_headed_hh,lowest_quintile,1982,300,0,100,100,100
elderly_headed_hh,lowest_quintile,1983,300,0,100,100,200
elderly_headed_hh,lowest_quintile,1984,400,0,100,100,200
elderly_headed_hh,lowest_quintile,1985,400,0,100,100,200
elderly_headed_hh,lowest_quintile,1986,400,0,100,100,200
elderly_headed_hh,lowest_quintile,1987,500,0,100,100,200
elderly_headed_hh,lowest_quintile,1988,500,0,100,100,200
elderly_headed_hh,lowest_quintile,1989,400,0,100,100,200
elderly_headed_hh,lowest_quintile,1990,500,100,100,100,200
elderly_headed_hh,lowest_quintile,1991,500,0,100,100,200
elderly_headed_hh,lowest_quintile,1992,500,0,100,100,300
elderly_headed_hh,lowest_quintile,1993,600,0,100,100,300
elderly_headed_hh,lowest_quintile,1994,600,0,100,100,300
elderly_headed_hh,lowest_quintile,1995,700,0,200,200,300
elderly_headed_hh,lowest_quintile,1996,600,0,200,100,300
elderly_headed_hh,lowest_quintile,1997,700,0,200,200,300
elderly_headed_hh,lowest_quintile,1998,600,0,200,100,300
elderly_headed_hh,lowest_quintile,1999,700,100,200,100,400
elderly_headed_hh,lowest_quintile,2000,700,100,200,100,300
elderly_headed_hh,lowest_quintile,2001,500,0,100,100,300
elderly_headed_hh,lowest_quintile,2002,600,100,200,100,300
elderly_headed_hh,lowest_quintile,2003,600,100,200,100,300
elderly_headed_hh,lowest_quintile,2004,600,0,200,100,200
elderly_headed_hh,lowest_quintile,2005,500,0,100,100,300
elderly_headed_hh,lowest_quintile,2006,600,0,200,100,200
elderly_headed_hh,lowest_quintile,2007,500,0,200,100,200
elderly_headed_hh,lowest_quintile,2008,100,-400,200,100,200
elderly_headed_hh,lowest_quintile,2009,500,0,200,100,200
elderly_headed_hh,lowest_quintile,2010,500,0,200,100,200
elderly_headed_hh,lowest_quintile,2011,500,0,200,100,200
elderly_headed_hh,lowest_quintile,2012,500,0,200,100,200
elderly_headed_hh,lowest_quintile,2013,600,0,200,100,200
elderly_headed_hh,lowest_quintile,2014,600,0,200,100,200
elderly_headed_hh,lowest_quintile,2015,600,0,200,100,200
elderly_headed_hh,lowest_quintile,2016,600,0,200,100,200
elderly_headed_hh,lowest_quintile,2017,500,0,200,100,200
elderly_headed_hh,lowest_quintile,2018,500,-100,300,100,200
elderly_headed_hh,lowest_quintile,2019,500,-100,300,100,200
elderly_headed_hh,lowest_quintile,2020,-1900,-2500,300,100,200
elderly_headed_hh,lowest_quintile,2021,-1400,-2000,300,100,200
elderly_headed_hh,second_quintile,1979,1500,100,400,700,300
elderly_headed_hh,second_quintile,1980,1100,100,300,400,200
elderly_headed_hh,second_quintile,1981,900,100,300,300,200
elderly_headed_hh,second_quintile,1982,700,100,200,100,200
elderly_headed_hh,second_quintile,1983,800,100,200,200,300
elderly_headed_hh,second_quintile,1984,900,100,200,200,300
elderly_headed_hh,second_quintile,1985,800,100,200,200,300
elderly_headed_hh,second_quintile,1986,900,100,200,200,300
elderly_headed_hh,second_quintile,1987,900,100,200,300,300
elderly_headed_hh,second_quintile,1988,1100,100,300,300,300
elderly_headed_hh,second_quintile,1989,1000,100,300,300,300
elderly_headed_hh,second_quintile,1990,1100,200,300,300,300
elderly_headed_hh,second_quintile,1991,1000,100,300,200,400
elderly_headed_hh,second_quintile,1992,1100,100,300,300,400
elderly_headed_hh,second_quintile,1993,1100,100,200,300,400
elderly_headed_hh,second_quintile,1994,1100,100,200,300,400
elderly_headed_hh,second_quintile,1995,1100,100,300,300,400
elderly_headed_hh,second_quintile,1996,1100,100,300,300,400
elderly_headed_hh,second_quintile,1997,1100,100,300,300,400
elderly_headed_hh,second_quintile,1998,1300,200,400,300,500
elderly_headed_hh,second_quintile,1999,1500,200,400,300,500
elderly_headed_hh,second_quintile,2000,1500,200,500,300,500
elderly_headed_hh,second_quintile,2001,1300,100,500,200,400
elderly_headed_hh,second_quintile,2002,1200,100,400,200,500
elderly_headed_hh,second_quintile,2003,1100,100,400,200,400
elderly_headed_hh,second_quintile,2004,1300,100,500,300,400
elderly_headed_hh,second_quintile,2005,1200,100,400,300,400
elderly_headed_hh,second_quintile,2006,1200,100,400,400,400
elderly_headed_hh,second_quintile,2007,1300,100,600,300,300
elderly_headed_hh,second_quintile,2008,600,-400,500,200,300
elderly_headed_hh,second_quintile,2009,900,0,500,200,300
elderly_headed_hh,second_quintile,2010,1000,0,500,200,300
elderly_headed_hh,second_quintile,2011,1000,100,400,200,300
elderly_headed_hh,second_quintile,2012,1000,100,400,200,400
elderly_headed_hh,second_quintile,2013,1200,100,500,200,400
elderly_headed_hh,second_quintile,2014,1100,0,500,200,400
elderly_headed_hh,second_quintile,2015,1200,0,600,200,400
elderly_headed_hh,second_quintile,2016,1200,0,600,200,400
elderly_headed_hh,second_quintile,2017,1200,0,600,200,400
elderly_headed_hh,second_quintile,2018,1200,-100,700,200,400
elderly_headed_hh,second_quintile,2019,1300,-100,800,200,400
elderly_headed_hh,second_quintile,2020,-1300,-2800,900,200,400
elderly_headed_hh,second_quintile,2021,-800,-2200,900,200,300
elderly_headed_hh,middle_quintile,1979,4300,900,1100,1800,500
elderly_headed_hh,middle_quintile,1980,3700,900,900,1400,400
elderly_headed_hh,middle_quintile,1981,3100,900,900,900,300
elderly_headed_hh,middle_quintile,1982,2400,700,800,500,400
elderly_headed_hh,middle_quintile,1983,2400,600,700,600,400
elderly_headed_hh,middle_quintile,1984,2900,700,900,800,500
elderly_headed_hh,middle_quintile,1985,2700,700,800,800,500
elderly_headed_hh,middle_quintile,1986,3000,700,900,800,500
elderly_headed_hh,middle_quintile,1987,3200,700,900,1100,500
elderly_headed_hh,middle_quintile,1988,3500,900,900,1200,500
elderly_headed_hh,middle_quintile,1989,3300,900,900,1100,500
elderly_headed_hh,middle_quintile,1990,3300,900,1000,900,500
elderly_headed_hh,middle_quintile,1991,3000,800,900,900,600
elderly_headed_hh,middle_quintile,1992,2900,700,800,900,600
elderly_headed_hh,middle_quintile,1993,2900,600,800,1000,600
elderly_headed_hh,middle_quintile,1994,3000,600,700,1000,600
elderly_headed_hh,middle_quintile,1995,3400,800,900,1100,600
elderly_headed_hh,middle_quintile,1996,3300,700,900,1000,600
elderly_headed_hh,middle_quintile,1997,3400,900,900,1000,600
elderly_headed_hh,middle_quintile,1998,3800,1100,1000,1100,700
elderly_headed_hh,middle_quintile,1999,4300,1300,1100,1100,800
elderly_headed_hh,middle_quintile,2000,4100,1300,1100,1100,700
elderly_headed_hh,middle_quintile,2001,3300,800,1100,700,600
elderly_headed_hh,middle_quintile,2002,2800,600,1000,600,600
elderly_headed_hh,middle_quintile,2003,2800,500,1000,700,600
elderly_headed_hh,middle_quintile,2004,3000,700,1000,700,600
elderly_headed_hh,middle_quintile,2005,3400,700,1100,1000,600
elderly_headed_hh,middle_quintile,2006,3200,600,1100,1000,500
elderly_headed_hh,middle_quintile,2007,3400,800,1200,900,500
elderly_headed_hh,middle_quintile,2008,2100,0,1200,500,500
elderly_headed_hh,middle_quintile,2009,2300,400,1000,400,500
elderly_headed_hh,middle_quintile,2010,2400,400,1100,500,500
elderly_headed_hh,middle_quintile,2011,2500,600,900,500,500
elderly_headed_hh,middle_quintile,2012,2600,600,1000,500,500
elderly_headed_hh,middle_quintile,2013,3000,700,1200,600,600
elderly_headed_hh,middle_quintile,2014,2900,600,1200,600,600
elderly_headed_hh,middle_quintile,2015,3200,700,1300,600,600
elderly_headed_hh,middle_quintile,2016,3100,800,1300,500,500
elderly_headed_hh,middle_quintile,2017,3200,800,1400,400,500
elderly_headed_hh,middle_quintile,2018,3100,600,1500,400,600
elderly_headed_hh,middle_quintile,2019,3400,800,1600,400,500
elderly_headed_hh,middle_quintile,2020,300,-2200,1600,400,500
elderly_headed_hh,middle_quintile,2021,1200,-1400,1700,400,500
elderly_headed_hh,fourth_quintile,1979,8600,2700,1700,3500,700
elderly_headed_hh,fourth_quintile,1980,7400,2700,1500,2600,500
elderly_headed_hh,fourth_quintile,1981,6600,2700,1400,2000,500
elderly_headed_hh,fourth_quintile,1982,5500,2500,1400,1200,500
elderly_headed_hh,fourth_quintile,1983,5700,2300,1300,1500,600
elderly_headed_hh,fourth_quintile,1984,6700,2600,1600,1900,700
elderly_headed_hh,fourth_quintile,1985,6400,2600,1600,1600,700
elderly_headed_hh,fourth_quintile,1986,6700,2600,1700,1700,700
elderly_headed_hh,fourth_quintile,1987,7600,2700,1700,2400,700
elderly_headed_hh,fourth_quintile,1988,7700,3000,1700,2300,700
elderly_headed_hh,fourth_quintile,1989,7700,3100,1600,2300,700
elderly_headed_hh,fourth_quintile,1990,7300,3000,1600,2000,700
elderly_headed_hh,fourth_quintile,1991,6700,2700,1500,1800,800
elderly_headed_hh,fourth_quintile,1992,6900,2600,1500,2000,800
elderly_headed_hh,fourth_quintile,1993,6700,2400,1500,2000,800
elderly_headed_hh,fourth_quintile,1994,7000,2500,1500,2200,900
elderly_headed_hh,fourth_quintile,1995,7200,2500,1500,2300,800
elderly_headed_hh,fourth_quintile,1996,7100,2500,1500,2300,800
elderly_headed_hh,fourth_quintile,1997,7100,2600,1500,2200,800
elderly_headed_hh,fourth_quintile,1998,7800,3100,1800,2000,900
elderly_headed_hh,fourth_quintile,1999,8700,3600,2000,2100,1000
elderly_headed_hh,fourth_quintile,2000,9100,4100,2100,2000,900
elderly_headed_hh,fourth_quintile,2001,7900,3500,2000,1500,900
elderly_headed_hh,fourth_quintile,2002,6800,2900,1700,1200,900
elderly_headed_hh,fourth_quintile,2003,7100,2900,1900,1500,800
elderly_headed_hh,fourth_quintile,2004,7800,3100,2100,1700,800
elderly_headed_hh,fourth_quintile,2005,8400,3300,2100,2200,900
elderly_headed_hh,fourth_quintile,2006,8700,3500,2100,2300,800
elderly_headed_hh,fourth_quintile,2007,8700,3800,2300,1900,800
elderly_headed_hh,fourth_quintile,2008,6400,2400,2200,1100,700
elderly_headed_hh,fourth_quintile,2009,6000,2600,2000,800,600
elderly_headed_hh,fourth_quintile,2010,6400,2700,2000,1000,600
elderly_headed_hh,fourth_quintile,2011,6900,3300,1900,1000,700
elderly_headed_hh,fourth_quintile,2012,7100,3400,1900,1000,700
elderly_headed_hh,fourth_quintile,2013,7900,3500,2300,1300,800
elderly_headed_hh,fourth_quintile,2014,8400,3800,2500,1300,800
elderly_headed_hh,fourth_quintile,2015,8700,4100,2600,1300,800
elderly_headed_hh,fourth_quintile,2016,8600,4200,2600,1200,700
elderly_headed_hh,fourth_quintile,2017,9000,4600,2800,900,700
elderly_headed_hh,fourth_quintile,2018,8700,4100,2900,900,800
elderly_headed_hh,fourth_quintile,2019,9000,4300,3100,800,700
elderly_headed_hh,fourth_quintile,2020,6000,1200,3200,900,600
elderly_headed_hh,fourth_quintile,2021,7100,2400,3200,900,600
elderly_headed_hh,highest_quintile,1979,44700,23300,3100,16900,1300
elderly_headed_hh,highest_quintile,1980,38700,22300,2800,12400,1000
elderly_headed_hh,highest_quintile,1981,34100,21400,2900,8900,900
elderly_headed_hh,highest_quintile,1982,29200,20100,3000,5200,900
elderly_headed_hh,highest_quintile,1983,28800,18100,2900,6700,1000
elderly_headed_hh,highest_quintile,1984,33600,21100,3200,8200,1100
elderly_headed_hh,highest_quintile,1985,34200,22200,3300,7700,1100
elderly_headed_hh,highest_quintile,1986,38000,24600,3400,8600,1300
elderly_headed_hh,highest_quintile,1987,40700,23800,3600,12000,1300
elderly_headed_hh,highest_quintile,1988,45000,26800,3900,12900,1400
elderly_headed_hh,highest_quintile,1989,42000,25200,3700,12000,1200
elderly_headed_hh,highest_quintile,1990,39200,23500,3800,10700,1200
elderly_headed_hh,highest_quintile,1991,34800,20500,3700,9300,1300
elderly_headed_hh,highest_quintile,1992,37600,21400,4100,10800,1300
elderly_headed_hh,highest_quintile,1993,39700,21700,3900,12700,1400
elderly_headed_hh,highest_quintile,1994,43500,23800,4200,14000,1500
elderly_headed_hh,highest_quintile,1995,44800,24700,4200,14400,1400
elderly_headed_hh,highest_quintile,1996,49600,28500,4400,15300,1400
elderly_headed_hh,highest_quintile,1997,50700,29900,4200,15100,1400
elderly_headed_hh,highest_quintile,1998,52200,31800,4500,14400,1600
elderly_headed_hh,highest_quintile,1999,57200,35800,4700,14800,1800
elderly_headed_hh,highest_quintile,2000,56900,36800,4800,13700,1600
elderly_headed_hh,highest_quintile,2001,48100,31500,5100,10100,1400
elderly_headed_hh,highest_quintile,2002,45200,29200,4800,9800,1400
elderly_headed_hh,highest_quintile,2003,47500,26900,5700,13500,1400
elderly_headed_hh,highest_quintile,2004,55300,30600,5700,17400,1600
elderly_headed_hh,highest_quintile,2005,60400,32400,5800,20700,1500
elderly_headed_hh,highest_quintile,2006,61200,32900,5700,21300,1400
elderly_headed_hh,highest_quintile,2007,62200,36400,5800,18700,1300
elderly_headed_hh,highest_quintile,2008,48600,30300,6200,10900,1100
elderly_headed_hh,highest_quintile,2009,41300,25600,6400,8400,1000
elderly_headed_hh,highest_quintile,2010,44400,26900,6100,10300,1000
elderly_headed_hh,highest_quintile,2011,48400,30400,5800,11100,1100
elderly_headed_hh,highest_quintile,2012,54700,34000,6100,13300,1300
elderly_headed_hh,highest_quintile,2013,54100,32600,7000,13300,1300
elderly_headed_hh,highest_quintile,2014,59600,36600,7000,14700,1300
elderly_headed_hh,highest_quintile,2015,61700,38700,7600,14100,1300
elderly_headed_hh,highest_quintile,2016,60300,37800,7900,13400,1300
elderly_headed_hh,highest_quintile,2017,60800,41100,8200,10200,1200
elderly_headed_hh,highest_quintile,2018,58700,39400,8300,9600,1300
elderly_headed_hh,highest_quintile,2019,59100,40000,8600,9200,1300
elderly_headed_hh,highest_quintile,2020,60500,40500,9200,9700,1200
elderly_headed_hh,highest_quintile,2021,72200,51500,8900,10700,1100
elderly_headed_hh,percentiles_81_90,1979,15800,6400,2800,5800,900
elderly_headed_hh,percentiles_81_90,1980,14000,6400,2400,4500,700
elderly_headed_hh,percentiles_81_90,1981,12600,6400,2400,3200,600
elderly_headed_hh,percentiles_81_90,1982,10900,6100,2300,1900,700
elderly_headed_hh,percentiles_81_90,1983,11100,5500,2300,2500,800
elderly_headed_hh,percentiles_81_90,1984,12300,6000,2400,3000,800
elderly_headed_hh,percentiles_81_90,1985,11800,5900,2400,2700,800
elderly_headed_hh,percentiles_81_90,1986,12300,5900,2600,2900,900
elderly_headed_hh,percentiles_81_90,1987,14500,6800,2900,4000,800
elderly_headed_hh,percentiles_81_90,1988,15700,7500,3400,4000,900
elderly_headed_hh,percentiles_81_90,1989,15500,7800,3000,3900,900
elderly_headed_hh,percentiles_81_90,1990,14800,7600,2900,3500,900
elderly_headed_hh,percentiles_81_90,1991,13800,7100,2600,3200,1000
elderly_headed_hh,percentiles_81_90,1992,14400,6900,3200,3200,1000
elderly_headed_hh,percentiles_81_90,1993,14200,6500,2800,3900,1000
elderly_headed_hh,percentiles_81_90,1994,16100,7600,3000,4300,1100
elderly_headed_hh,percentiles_81_90,1995,17100,8300,3100,4600,1100
elderly_headed_hh,percentiles_81_90,1996,17100,8300,3100,4600,1000
elderly_headed_hh,percentiles_81_90,1997,17100,8700,2800,4500,1100
elderly_headed_hh,percentiles_81_90,1998,18100,9600,3200,4200,1200
elderly_headed_hh,percentiles_81_90,1999,19900,10800,3400,4300,1400
elderly_headed_hh,percentiles_81_90,2000,20000,11400,3300,4100,1200
elderly_headed_hh,percentiles_81_90,2001,17400,10100,3500,2800,1100
elderly_headed_hh,percentiles_81_90,2002,16000,9300,3300,2500,1100
elderly_headed_hh,percentiles_81_90,2003,16000,8200,3800,3000,1000
elderly_headed_hh,percentiles_81_90,2004,17100,8900,3700,3500,1100
elderly_headed_hh,percentiles_81_90,2005,18600,9200,3800,4500,1100
elderly_headed_hh,percentiles_81_90,2006,19200,9500,3800,4900,1000
elderly_headed_hh,percentiles_81_90,2007,18800,9900,3900,4100,1000
elderly_headed_hh,percentiles_81_90,2008,15300,8200,3900,2300,800
elderly_headed_hh,percentiles_81_90,2009,14300,7900,3900,1700,800
elderly_headed_hh,percentiles_81_90,2010,15000,8400,3800,2100,800
elderly_headed_hh,percentiles_81_90,2011,16000,9500,3500,2200,800
elderly_headed_hh,percentiles_81_90,2012,16700,9800,3700,2300,900
elderly_headed_hh,percentiles_81_90,2013,17900,9800,4200,2900,1000
elderly_headed_hh,percentiles_81_90,2014,18500,10300,4300,2900,1000
elderly_headed_hh,percentiles_81_90,2015,19400,11000,4700,2800,1000
elderly_headed_hh,percentiles_81_90,2016,19600,11100,4900,2600,900
elderly_headed_hh,percentiles_81_90,2017,20300,11900,5400,2100,900
elderly_headed_hh,percentiles_81_90,2018,19300,11000,5400,1900,1000
elderly_headed_hh,percentiles_81_90,2019,20100,11500,5700,1900,1000
elderly_headed_hh,percentiles_81_90,2020,17000,8200,6000,2000,800
elderly_headed_hh,percentiles_81_90,2021,19100,10500,5900,2000,800
elderly_headed_hh,percentiles_91_95,1979,23700,10600,3700,8300,1100
elderly_headed_hh,percentiles_91_95,1980,22400,11400,3000,7100,900
elderly_headed_hh,percentiles_91_95,1981,20600,11600,3200,5000,800
elderly_headed_hh,percentiles_91_95,1982,17200,10600,3000,3000,800
elderly_headed_hh,percentiles_91_95,1983,17500,9800,2900,3900,900
elderly_headed_hh,percentiles_91_95,1984,22900,13200,3800,5000,1000
elderly_headed_hh,percentiles_91_95,1985,21800,12800,3600,4400,1000
elderly_headed_hh,percentiles_91_95,1986,22200,12800,3400,4900,1100
elderly_headed_hh,percentiles_91_95,1987,25200,13700,3700,6700,1100
elderly_headed_hh,percentiles_91_95,1988,25300,13600,4000,6700,1100
elderly_headed_hh,percentiles_91_95,1989,25600,14200,3600,6800,1100
elderly_headed_hh,percentiles_91_95,1990,24800,13600,3800,6300,1100
elderly_headed_hh,percentiles_91_95,1991,23200,12800,3800,5400,1200
elderly_headed_hh,percentiles_91_95,1992,23700,12700,3600,6200,1200
elderly_headed_hh,percentiles_91_95,1993,24100,12100,3800,7000,1300
elderly_headed_hh,percentiles_91_95,1994,25900,13400,3700,7400,1400
elderly_headed_hh,percentiles_91_95,1995,27200,14100,3700,8100,1300
elderly_headed_hh,percentiles_91_95,1996,29400,15700,4200,8300,1200
elderly_headed_hh,percentiles_91_95,1997,29800,16200,3900,8300,1300
elderly_headed_hh,percentiles_91_95,1998,31400,18100,4300,7600,1400
elderly_headed_hh,percentiles_91_95,1999,32300,18700,4200,7800,1500
elderly_headed_hh,percentiles_91_95,2000,33400,20200,4600,7300,1400
elderly_headed_hh,percentiles_91_95,2001,29800,18100,5400,5100,1200
elderly_headed_hh,percentiles_91_95,2002,27300,16800,4700,4500,1200
elderly_headed_hh,percentiles_91_95,2003,27600,15100,5700,5600,1200
elderly_headed_hh,percentiles_91_95,2004,29600,15400,5800,7000,1400
elderly_headed_hh,percentiles_91_95,2005,32200,16400,5800,8600,1300
elderly_headed_hh,percentiles_91_95,2006,32800,16800,5500,9300,1200
elderly_headed_hh,percentiles_91_95,2007,32300,17900,5500,7700,1200
elderly_headed_hh,percentiles_91_95,2008,27200,15700,6100,4300,1000
elderly_headed_hh,percentiles_91_95,2009,25800,15100,6300,3400,1000
elderly_headed_hh,percentiles_91_95,2010,26800,15700,5900,4200,900
elderly_headed_hh,percentiles_91_95,2011,28400,17600,5500,4200,1000
elderly_headed_hh,percentiles_91_95,2012,30200,18600,6100,4400,1100
elderly_headed_hh,percentiles_91_95,2013,31900,18100,6800,5800,1200
elderly_headed_hh,percentiles_91_95,2014,32700,18600,6900,6000,1200
elderly_headed_hh,percentiles_91_95,2015,34300,20000,7300,5700,1200
elderly_headed_hh,percentiles_91_95,2016,35000,20700,7700,5500,1200
elderly_headed_hh,percentiles_91_95,2017,34600,21600,7700,4100,1100
elderly_headed_hh,percentiles_91_95,2018,34700,21000,8300,4100,1200
elderly_headed_hh,percentiles_91_95,2019,35900,22200,8600,4000,1200
elderly_headed_hh,percentiles_91_95,2020,34500,19800,9300,4300,1000
elderly_headed_hh,percentiles_91_95,2021,37500,23200,9000,4300,1000
elderly_headed_hh,percentiles_96_99,1979,45700,23300,3500,17400,1500
elderly_headed_hh,percentiles_96_99,1980,42300,24400,3300,13400,1200
elderly_headed_hh,percentiles_96_99,1981,40300,25700,3400,10200,1000
elderly_headed_hh,percentiles_96_99,1982,34500,24300,3700,5500,1000
elderly_headed_hh,percentiles_96_99,1983,34000,21800,3400,7600,1200
elderly_headed_hh,percentiles_96_99,1984,40700,26400,3800,9300,1200
elderly_headed_hh,percentiles_96_99,1985,40800,26700,4000,8900,1300
elderly_headed_hh,percentiles_96_99,1986,41400,26400,4400,9100,1600
elderly_headed_hh,percentiles_96_99,1987,48700,28600,4300,14100,1700
elderly_headed_hh,percentiles_96_99,1988,48100,28200,4200,14100,1600
elderly_headed_hh,percentiles_96_99,1989,49300,29700,4400,13800,1400
elderly_headed_hh,percentiles_96_99,1990,45800,27600,4800,12100,1300
elderly_headed_hh,percentiles_96_99,1991,42000,24900,4600,11000,1500
elderly_headed_hh,percentiles_96_99,1992,44600,24900,5100,13000,1600
elderly_headed_hh,percentiles_96_99,1993,44900,23700,5000,14400,1700
elderly_headed_hh,percentiles_96_99,1994,47800,26000,5100,15100,1600
elderly_headed_hh,percentiles_96_99,1995,53800,29500,5500,17100,1600
elderly_headed_hh,percentiles_96_99,1996,55900,31800,5400,17100,1600
elderly_headed_hh,percentiles_96_99,1997,60300,35200,5700,17700,1700
elderly_headed_hh,percentiles_96_99,1998,60200,36000,5600,16600,1900
elderly_headed_hh,percentiles_96_99,1999,64800,40000,5700,16900,2200
elderly_headed_hh,percentiles_96_99,2000,65700,41900,6300,15600,1800
elderly_headed_hh,percentiles_96_99,2001,57500,37700,6500,11700,1600
elderly_headed_hh,percentiles_96_99,2002,53500,34500,6500,11000,1500
elderly_headed_hh,percentiles_96_99,2003,55200,31400,7800,14300,1700
elderly_headed_hh,percentiles_96_99,2004,59600,32700,7800,17100,2000
elderly_headed_hh,percentiles_96_99,2005,67500,36200,8100,21400,1900
elderly_headed_hh,percentiles_96_99,2006,70400,37900,7900,23000,1700
elderly_headed_hh,percentiles_96_99,2007,68800,40300,7800,19100,1600
elderly_headed_hh,percentiles_96_99,2008,57600,36500,9100,10600,1400
elderly_headed_hh,percentiles_96_99,2009,50100,30700,9800,8400,1200
elderly_headed_hh,percentiles_96_99,2010,55500,34300,9500,10300,1300
elderly_headed_hh,percentiles_96_99,2011,57800,36900,8800,10600,1400
elderly_headed_hh,percentiles_96_99,2012,62100,39400,9200,12000,1600
elderly_headed_hh,percentiles_96_99,2013,67200,39900,10600,15100,1600
elderly_headed_hh,percentiles_96_99,2014,69800,41600,10200,16400,1600
elderly_headed_hh,percentiles_96_99,2015,72000,44000,11000,15400,1700
elderly_headed_hh,percentiles_96_99,2016,73200,45400,11400,14800,1600
elderly_headed_hh,percentiles_96_99,2017,73200,48300,11700,11600,1600
elderly_headed_hh,percentiles_96_99,2018,70600,46300,11900,10900,1600
elderly_headed_hh,percentiles_96_99,2019,72100,47700,12000,10700,1600
elderly_headed_hh,percentiles_96_99,2020,75000,48900,13400,11200,1500
elderly_headed_hh,percentiles_96_99,2021,84000,58500,11900,12300,1400
elderly_headed_hh,top_1_percent,1979,221600,129500,2200,86400,3500
elderly_headed_hh,top_1_percent,1980,194900,125700,2800,63800,2600
elderly_headed_hh,top_1_percent,1981,174300,120300,3600,48300,2100
elderly_headed_hh,top_1_percent,1982,153300,116200,4300,30500,2200
elderly_headed_hh,top_1_percent,1983,169200,119800,4800,41800,2800
elderly_headed_hh,top_1_percent,1984,193400,135200,4900,50800,2500
elderly_headed_hh,top_1_percent,1985,203500,146500,5700,48400,2800
elderly_headed_hh,top_1_percent,1986,223500,162600,5300,51300,4300
elderly_headed_hh,top_1_percent,1987,222900,143300,5400,70600,3700
elderly_headed_hh,top_1_percent,1988,287900,190500,6200,86900,4300
elderly_headed_hh,top_1_percent,1989,242200,158000,5900,75600,2800
elderly_headed_hh,top_1_percent,1990,231000,151500,6300,70500,2800
elderly_headed_hh,top_1_percent,1991,199900,128300,7300,61100,3100
elderly_headed_hh,top_1_percent,1992,239000,150500,8000,76900,3500
elderly_headed_hh,top_1_percent,1993,245800,148600,7700,86000,3400
elderly_headed_hh,top_1_percent,1994,264800,156200,9600,95800,3200
elderly_headed_hh,top_1_percent,1995,296200,177100,10100,105600,3400
elderly_headed_hh,top_1_percent,1996,345900,215700,10800,115700,3800
elderly_headed_hh,top_1_percent,1997,373000,238200,10600,120200,3900
elderly_headed_hh,top_1_percent,1998,382500,251000,11500,115700,4300
elderly_headed_hh,top_1_percent,1999,420100,283800,13300,117700,5300
elderly_headed_hh,top_1_percent,2000,433300,301600,13100,114200,4400
elderly_headed_hh,top_1_percent,2001,370400,261100,13200,92500,3600
elderly_headed_hh,top_1_percent,2002,350900,240100,13400,93200,4200
elderly_headed_hh,top_1_percent,2003,369200,218900,13600,132700,4000
elderly_headed_hh,top_1_percent,2004,439900,252000,13600,168400,5900
elderly_headed_hh,top_1_percent,2005,521300,290900,14500,210800,5200
elderly_headed_hh,top_1_percent,2006,523800,291500,14300,212800,5200
elderly_headed_hh,top_1_percent,2007,563900,344600,15600,199700,4000
elderly_headed_hh,top_1_percent,2008,428900,284000,17200,124100,3700
elderly_headed_hh,top_1_percent,2009,354900,235100,18500,98600,2800
elderly_headed_hh,top_1_percent,2010,390000,243700,17700,125500,3000
elderly_headed_hh,top_1_percent,2011,443900,282200,18500,139700,3500
elderly_headed_hh,top_1_percent,2012,542800,341900,18300,178300,4300
elderly_headed_hh,top_1_percent,2013,492000,315200,21400,151600,3700
elderly_headed_hh,top_1_percent,2014,563000,368800,21600,168600,3900
elderly_headed_hh,top_1_percent,2015,574100,383300,24500,162600,3800
elderly_headed_hh,top_1_percent,2016,567200,376100,25100,161300,4600
elderly_headed_hh,top_1_percent,2017,541200,396800,25100,115500,3800
elderly_headed_hh,top_1_percent,2018,512000,378500,23900,105500,4100
elderly_headed_hh,top_1_percent,2019,516600,384600,25700,101800,4600
elderly_headed_hh,top_1_percent,2020,602400,458400,26200,113400,4400
elderly_headed_hh,top_1_percent,2021,741400,584700,26200,125500,4900
nonelderly_childless_hh,all_quintiles,1979,18100,9500,5700,2300,700
nonelderly_childless_hh,all_quintiles,1980,17800,9800,5500,1800,600
nonelderly_childless_hh,all_quintiles,1981,18000,9900,6000,1500,600
nonelderly_childless_hh,all_quintiles,1982,16900,9200,6200,900,600
nonelderly_childless_hh,all_quintiles,1983,16500,8500,6200,1200,700
nonelderly_childless_hh,all_quintiles,1984,17100,8500,6500,1400,700
nonelderly_childless_hh,all_quintiles,1985,18000,9000,7000,1300,700
nonelderly_childless_hh,all_quintiles,1986,19100,9700,7400,1400,700
nonelderly_childless_hh,all_quintiles,1987,19700,9700,7500,1800,800
nonelderly_childless_hh,all_quintiles,1988,21000,10400,8000,1900,800
nonelderly_childless_hh,all_quintiles,1989,20500,10100,8000,1700,700
nonelderly_childless_hh,all_quintiles,1990,20900,10200,8200,1700,700
nonelderly_childless_hh,all_quintiles,1991,20300,9800,8200,1500,800
nonelderly_childless_hh,all_quintiles,1992,20900,10200,8300,1700,800
nonelderly_childless_hh,all_quintiles,1993,21200,10100,8200,1900,900
nonelderly_childless_hh,all_quintiles,1994,21700,10200,8500,2100,900
nonelderly_childless_hh,all_quintiles,1995,22200,10500,8600,2300,900
nonelderly_childless_hh,all_quintiles,1996,23200,11300,8700,2400,800
nonelderly_childless_hh,all_quintiles,1997,24200,12100,8900,2400,800
nonelderly_childless_hh,all_quintiles,1998,24900,12500,9200,2300,900
nonelderly_childless_hh,all_quintiles,1999,26200,13400,9500,2400,900
