household_type,income_group,year,market_inc,social_insurance_benefits,inc_before_transfers_taxes,means_tested_transfers,federal_taxes,inc_after_transfers_taxes
hh_with_children,top_1_percent,1980,702000,1100,703200,700,205500,498300
hh_with_children,top_1_percent,1981,725100,1600,726700,700,196800,530700
hh_with_children,top_1_percent,1982,748300,1400,749700,500,176200,574000
hh_with_children,top_1_percent,1983,880000,1900,881800,800,225200,657400
hh_with_children,top_1_percent,1984,958100,1800,959900,600,243000,717600
hh_with_children,top_1_percent,1985,948500,1700,950200,1000,230100,721000
hh_with_children,top_1_percent,1986,1552000,1300,1553300,900,366500,1187700
hh_with_children,top_1_percent,1987,1076400,1400,1077800,700,319800,758700
hh_with_children,top_1_percent,1988,1305600,1200,1306800,400,364400,942700
hh_with_children,top_1_percent,1989,1249400,900,1250300,600,341700,909200
hh_with_children,top_1_percent,1990,1055100,1200,1056300,500,287400,769500
hh_with_children,top_1_percent,1991,1066100,1200,1067300,800,307600,760500
hh_with_children,top_1_percent,1992,1182100,1400,1183500,500,349100,834900
hh_with_children,top_1_percent,1993,1207700,900,1208500,900,408900,800500
hh_with_children,top_1_percent,1994,1169700,800,1170500,600,409100,762000
hh_with_children,top_1_percent,1995,1383000,2000,1385000,1200,491000,895100
hh_with_children,top_1_percent,1996,1517400,700,1518100,500,536300,982300
hh_with_children,top_1_percent,1997,1669100,1300,1670400,400,575100,1095700
hh_with_children,top_1_percent,1998,1919800,1300,1921200,500,636600,1285100
hh_with_children,top_1_percent,1999,2359600,500,2360000,700,788100,1572600
hh_with_children,top_1_percent,2000,2668600,1400,2670000,300,880000,1790300
hh_with_children,top_1_percent,2001,2056500,1700,2058200,1000,673900,1385300
hh_with_children,top_1_percent,2002,1797500,1700,1799200,1000,590700,1209500
hh_with_children,top_1_percent,2003,1901800,1500,1903300,800,588700,1315400
hh_with_children,top_1_percent,2004,2215600,1700,2217300,700,675900,1542100
hh_with_children,top_1_percent,2005,2603600,1700,2605300,700,796300,1809700
hh_with_children,top_1_percent,2006,2960500,1700,2962200,800,893700,2069200
hh_with_children,top_1_percent,2007,3217900,1600,3219500,800,925800,2294500
hh_with_children,top_1_percent,2008,2554600,2100,2556700,1400,727600,1830500
hh_with_children,top_1_percent,2009,1843200,1700,1844900,1300,540700,1305500
hh_with_children,top_1_percent,2010,2364400,1900,2366400,1500,703400,1664500
hh_with_children,top_1_percent,2011,2208100,2400,2210400,1600,652700,1559300
hh_with_children,top_1_percent,2012,2691700,3000,2694700,1200,780800,1915100
hh_with_children,top_1_percent,2013,2327600,1700,2329300,1200,799100,1531500
hh_with_children,top_1_percent,2014,2666500,2100,2668600,1900,909400,1761000
hh_with_children,top_1_percent,2015,2837100,2100,2839200,1600,961500,1879300
hh_with_children,top_1_percent,2016,2631900,1700,2633600,2300,888600,1747200
hh_with_children,top_1_percent,2017,2796000,2800,2798700,2300,898800,1902200
hh_with_children,top_1_percent,2018,2663100,2800,2666000,2400,825500,1842900
hh_with_children,top_1_percent,2019,2603200,2200,2605400,1700,802200,1805000
hh_with_children,top_1_percent,2020,2938500,2600,2941100,3900,907400,2037600
hh_with_children,top_1_percent,2021,4222900,2300,4225200,3100,1290100,2938300
elderly_headed_hh,all_quintiles,1979,36400,17400,53800,1100,9800,45100
elderly_headed_hh,all_quintiles,1980,35700,18100,53800,1200,9200,45800
elderly_headed_hh,all_quintiles,1981,37200,19200,56300,1200,9000,48500
elderly_headed_hh,all_quintiles,1982,38100,20500,58600,1200,8200,51600
elderly_headed_hh,all_quintiles,1983,39200,21400,60700,1300,8400,53500
elderly_headed_hh,all_quintiles,1984,42600,21600,64200,1300,9600,55900
elderly_headed_hh,all_quintiles,1985,44100,22100,66100,1300,9700,57800
elderly_headed_hh,all_quintiles,1986,48100,22700,70700,1300,10300,61800
elderly_headed_hh,all_quintiles,1987,42100,22200,64300,1300,9900,55700
elderly_headed_hh,all_quintiles,1988,44600,22100,66600,1400,10500,57500
elderly_headed_hh,all_quintiles,1989,44900,22300,67200,1400,10300,58300
elderly_headed_hh,all_quintiles,1990,43800,23000,66900,1500,10000,58400
elderly_headed_hh,all_quintiles,1991,40400,23900,64300,1600,8900,57000
elderly_headed_hh,all_quintiles,1992,42100,25100,67200,1800,9700,59300
elderly_headed_hh,all_quintiles,1993,41500,26200,67700,1800,10000,59500
elderly_headed_hh,all_quintiles,1994,41300,26500,67800,1900,10500,59200
elderly_headed_hh,all_quintiles,1995,44600,27200,71700,1900,11600,62100
elderly_headed_hh,all_quintiles,1996,50600,28100,78600,2000,13500,67100
elderly_headed_hh,all_quintiles,1997,54200,28600,82800,1900,14100,70600
elderly_headed_hh,all_quintiles,1998,58500,28800,87300,2100,14700,74600
elderly_headed_hh,all_quintiles,1999,61800,28500,90300,2100,15700,76700
elderly_headed_hh,all_quintiles,2000,60800,27900,88700,2200,15200,75800
elderly_headed_hh,all_quintiles,2001,54700,29200,84000,2400,12700,73700
elderly_headed_hh,all_quintiles,2002,50800,30100,81000,2600,11500,72000
elderly_headed_hh,all_quintiles,2003,52000,30300,82300,2800,11600,73500
elderly_headed_hh,all_quintiles,2004,58600,30300,88800,2800,13400,78300
elderly_headed_hh,all_quintiles,2005,65300,31400,96700,2800,15500,84000
elderly_headed_hh,all_quintiles,2006,69100,33300,102400,2700,16600,88500
elderly_headed_hh,all_quintiles,2007,77300,33200,110500,2700,17600,95700
elderly_headed_hh,all_quintiles,2008,63400,33700,97200,2800,12700,87300
elderly_headed_hh,all_quintiles,2009,55400,36600,92100,3100,11400,83700
elderly_headed_hh,all_quintiles,2010,60000,36100,96100,3000,12800,86400
elderly_headed_hh,all_quintiles,2011,61700,35200,96900,3100,13300,86700
elderly_headed_hh,all_quintiles,2012,68400,35600,104000,3100,15200,91900
elderly_headed_hh,all_quintiles,2013,65800,35600,101400,3000,15900,88500
elderly_headed_hh,all_quintiles,2014,69900,35300,105200,3700,17300,91600
elderly_headed_hh,all_quintiles,2015,71900,36400,108300,4000,17700,94500
elderly_headed_hh,all_quintiles,2016,69700,36300,106000,4200,16900,93400
elderly_headed_hh,all_quintiles,2017,72900,35900,108800,4200,17000,96000
elderly_headed_hh,all_quintiles,2018,77200,35800,113000,4200,16700,100500
elderly_headed_hh,all_quintiles,2019,79400,37600,116900,4300,17100,104200
elderly_headed_hh,all_quintiles,2020,78700,38200,116800,5900,14000,108700
elderly_headed_hh,all_quintiles,2021,91600,37400,129000,5700,18000,116700
elderly_headed_hh,lowest_quintile,1979,2500,12600,15100,1500,500,16100
elderly_headed_hh,lowest_quintile,1980,2200,12900,15100,1600,400,16300
elderly_headed_hh,lowest_quintile,1981,1800,13100,14900,1600,300,16200
elderly_headed_hh,lowest_quintile,1982,1600,12900,14500,1600,300,15800
elderly_headed_hh,lowest_quintile,1983,1700,12800,14500,1500,300,15600
elderly_headed_hh,lowest_quintile,1984,1600,13700,15300,1600,400,16500
elderly_headed_hh,lowest_quintile,1985,1600,13700,15300,1400,400,16300
elderly_headed_hh,lowest_quintile,1986,1600,13800,15500,1300,400,16400
elderly_headed_hh,lowest_quintile,1987,1900,13600,15600,1200,500,16400
elderly_headed_hh,lowest_quintile,1988,2000,14000,16000,1300,500,16800
elderly_headed_hh,lowest_quintile,1989,1900,14300,16300,1300,400,17200
elderly_headed_hh,lowest_quintile,1990,2200,14700,16800,1200,500,17500
elderly_headed_hh,lowest_quintile,1991,2100,14800,16900,1200,500,17600
elderly_headed_hh,lowest_quintile,1992,1800,15600,17400,1100,500,17900
elderly_headed_hh,lowest_quintile,1993,1800,15700,17500,1000,600,18000
elderly_headed_hh,lowest_quintile,1994,1700,15900,17600,1300,600,18300
elderly_headed_hh,lowest_quintile,1995,2100,16500,18700,1300,700,19300
elderly_headed_hh,lowest_quintile,1996,2100,16400,18500,1400,600,19200
elderly_headed_hh,lowest_quintile,1997,2300,17000,19300,1400,700,20000
elderly_headed_hh,lowest_quintile,1998,2300,17700,20000,1500,600,20800
elderly_headed_hh,lowest_quintile,1999,2200,18700,20900,1300,700,21500
elderly_headed_hh,lowest_quintile,2000,2300,18700,21000,1100,700,21400
elderly_headed_hh,lowest_quintile,2001,1600,19600,21200,1200,500,21900
elderly_headed_hh,lowest_quintile,2002,1700,19900,21500,1200,600,22100
elderly_headed_hh,lowest_quintile,2003,1500,19600,21100,1100,600,21700
elderly_headed_hh,lowest_quintile,2004,2500,19000,21500,1400,600,22300
elderly_headed_hh,lowest_quintile,2005,1400,20500,21900,1200,500,22600
elderly_headed_hh,lowest_quintile,2006,1300,20800,22200,1300,600,23000
elderly_headed_hh,lowest_quintile,2007,1700,21100,22800,1300,500,23700
elderly_headed_hh,lowest_quintile,2008,1500,21500,23000,1500,100,24400
elderly_headed_hh,lowest_quintile,2009,1300,22100,23500,1400,500,24400
elderly_headed_hh,lowest_quintile,2010,1100,22400,23500,1400,500,24500
elderly_headed_hh,lowest_quintile,2011,1600,21900,23500,1900,500,24800
elderly_headed_hh,lowest_quintile,2012,1600,21400,23000,2200,500,24700
elderly_headed_hh,lowest_quintile,2013,1600,22000,23600,2200,600,25100
elderly_headed_hh,lowest_quintile,2014,1700,21400,23100,2200,600,24700
elderly_headed_hh,lowest_quintile,2015,2000,22900,24800,2300,600,26500
elderly_headed_hh,lowest_quintile,2016,1900,22800,24700,2400,600,26500
elderly_headed_hh,lowest_quintile,2017,1900,22500,24500,2500,500,26500
elderly_headed_hh,lowest_quintile,2018,2400,22700,25100,2800,500,27400
elderly_headed_hh,lowest_quintile,2019,2600,23700,26300,2900,500,28700
elderly_headed_hh,lowest_quintile,2020,2800,24500,27300,3200,-1900,32400
elderly_headed_hh,lowest_quintile,2021,3400,24700,28200,3400,-1400,32900
elderly_headed_hh,second_quintile,1979,9200,18900,28100,1800,1500,28400
elderly_headed_hh,second_quintile,1980,7100,19300,26300,2000,1100,27300
elderly_headed_hh,second_quintile,1981,5900,19300,25200,2500,900,26800
elderly_headed_hh,second_quintile,1982,5000,19700,24800,2300,700,26400
elderly_headed_hh,second_quintile,1983,4600,19700,24300,2600,800,26100
elderly_headed_hh,second_quintile,1984,5300,20000,25300,2600,900,27100
elderly_headed_hh,second_quintile,1985,4800,19800,24600,2900,800,26700
elderly_headed_hh,second_quintile,1986,5100,20100,25300,2900,900,27300
elderly_headed_hh,second_quintile,1987,5300,20200,25500,2700,900,27200
elderly_headed_hh,second_quintile,1988,6100,20200,26300,2900,1100,28100
elderly_headed_hh,second_quintile,1989,6300,20300,26600,2800,1000,28400
elderly_headed_hh,second_quintile,1990,6100,20900,27000,3000,1100,28900
elderly_headed_hh,second_quintile,1991,5500,21300,26800,3100,1000,29000
elderly_headed_hh,second_quintile,1992,5500,22000,27500,3100,1100,29500
elderly_headed_hh,second_quintile,1993,5400,22800,28100,2800,1100,29900
elderly_headed_hh,second_quintile,1994,4700,23700,28400,2800,1100,30200
elderly_headed_hh,second_quintile,1995,5200,24600,29800,2900,1100,31700
elderly_headed_hh,second_quintile,1996,5100,24700,29800,2900,1100,31600
elderly_headed_hh,second_quintile,1997,5300,25400,30700,3000,1100,32600
elderly_headed_hh,second_quintile,1998,6300,26600,32900,3300,1300,34900
elderly_headed_hh,second_quintile,1999,7700,26200,33900,3800,1500,36300
elderly_headed_hh,second_quintile,2000,8100,25300,33500,3800,1500,35800
elderly_headed_hh,second_quintile,2001,8000,25900,33900,3900,1300,36500
elderly_headed_hh,second_quintile,2002,7200,26500,33700,3600,1200,36200
elderly_headed_hh,second_quintile,2003,6900,27300,34200,3600,1100,36600
elderly_headed_hh,second_quintile,2004,8400,27100,35500,3600,1300,37800
elderly_headed_hh,second_quintile,2005,7100,28200,35300,4200,1200,38200
elderly_headed_hh,second_quintile,2006,6900,29200,36100,3500,1200,38400
elderly_headed_hh,second_quintile,2007,8500,28500,37000,3900,1300,39600
elderly_headed_hh,second_quintile,2008,7700,29100,36800,4000,600,40300
elderly_headed_hh,second_quintile,2009,6700,30500,37200,4100,900,40400
elderly_headed_hh,second_quintile,2010,7100,30600,37700,3700,1000,40400
elderly_headed_hh,second_quintile,2011,7300,30400,37700,3900,1000,40600
elderly_headed_hh,second_quintile,2012,7000,30600,37600,4100,1000,40700
elderly_headed_hh,second_quintile,2013,7300,30700,37900,4000,1200,40700
elderly_headed_hh,second_quintile,2014,7400,29800,37200,4800,1100,41000
elderly_headed_hh,second_quintile,2015,8600,30700,39300,5400,1200,43500
elderly_headed_hh,second_quintile,2016,8600,31000,39600,5500,1200,44000
elderly_headed_hh,second_quintile,2017,9000,31200,40200,5600,1200,44500
elderly_headed_hh,second_quintile,2018,10000,30900,40800,6600,1200,46200
elderly_headed_hh,second_quintile,2019,11300,32300,43700,6000,1300,48400
elderly_headed_hh,second_quintile,2020,13700,32300,46100,7000,-1300,54500
elderly_headed_hh,second_quintile,2021,13600,31600,45200,8300,-800,54200
elderly_headed_hh,middle_quintile,1979,24600,19700,44300,800,4300,40800
elderly_headed_hh,middle_quintile,1980,22200,20000,42200,800,3700,39400
elderly_headed_hh,middle_quintile,1981,20000,21000,41000,1100,3100,39100
elderly_headed_hh,middle_quintile,1982,18000,22200,40200,1400,2400,39100
elderly_headed_hh,middle_quintile,1983,16600,22800,39400,1700,2400,38700
elderly_headed_hh,middle_quintile,1984,19600,22700,42300,1500,2900,40900
elderly_headed_hh,middle_quintile,1985,19100,22800,41900,1700,2700,40900
elderly_headed_hh,middle_quintile,1986,20000,23400,43400,1600,3000,42000
elderly_headed_hh,middle_quintile,1987,20600,23500,44100,1500,3200,42400
elderly_headed_hh,middle_quintile,1988,21900,23000,44900,1500,3500,42900
elderly_headed_hh,middle_quintile,1989,21700,23100,44800,1800,3300,43400
elderly_headed_hh,middle_quintile,1990,21200,23600,44800,2100,3300,43500
elderly_headed_hh,middle_quintile,1991,19500,24200,43700,2400,3000,43000
elderly_headed_hh,middle_quintile,1992,17800,25500,43300,3000,2900,43500
elderly_headed_hh,middle_quintile,1993,17200,26400,43600,3200,2900,44000
elderly_headed_hh,middle_quintile,1994,17000,26600,43500,3300,3000,43900
elderly_headed_hh,middle_quintile,1995,18800,26800,45600,3400,3400,45700
elderly_headed_hh,middle_quintile,1996,18600,27200,45800,3300,3300,45800
elderly_headed_hh,middle_quintile,1997,19700,27500,47300,3300,3400,47100
elderly_headed_hh,middle_quintile,1998,22900,27500,50400,3200,3800,49800
elderly_headed_hh,middle_quintile,1999,25100,27600,52800,3100,4300,51600
elderly_headed_hh,middle_quintile,2000,25900,26500,52400,3300,4100,51500
elderly_headed_hh,middle_quintile,2001,23500,28600,52100,3800,3300,52700
elderly_headed_hh,middle_quintile,2002,21300,29900,51300,4100,2800,52500
elderly_headed_hh,middle_quintile,2003,21200,30300,51600,4600,2800,53300
elderly_headed_hh,middle_quintile,2004,22400,30500,52900,5100,3000,55000
elderly_headed_hh,middle_quintile,2005,23500,31000,54500,4500,3400,55600
elderly_headed_hh,middle_quintile,2006,22200,32700,54900,4400,3200,56100
elderly_headed_hh,middle_quintile,2007,25400,32400,57700,3900,3400,58300
elderly_headed_hh,middle_quintile,2008,23000,33400,56400,4400,2100,58700
elderly_headed_hh,middle_quintile,2009,20700,35400,56200,4500,2300,58400
elderly_headed_hh,middle_quintile,2010,20800,34700,55500,4900,2400,57900
elderly_headed_hh,middle_quintile,2011,20900,34900,55900,5100,2500,58500
elderly_headed_hh,middle_quintile,2012,21500,35000,56600,4700,2600,58600
elderly_headed_hh,middle_quintile,2013,22100,34500,56700,4800,3000,58400
elderly_headed_hh,middle_quintile,2014,21900,34200,56100,6200,2900,59300
elderly_headed_hh,middle_quintile,2015,23900,35400,59300,6100,3200,62200
elderly_headed_hh,middle_quintile,2016,23600,35800,59400,6500,3100,62800
elderly_headed_hh,middle_quintile,2017,25100,35500,60600,6500,3200,64000
elderly_headed_hh,middle_quintile,2018,26600,35400,62100,6500,3100,65500
elderly_headed_hh,middle_quintile,2019,28500,37300,65800,6600,3400,69000
elderly_headed_hh,middle_quintile,2020,30200,38700,68900,7600,300,76200
elderly_headed_hh,middle_quintile,2021,30700,38200,68800,8300,1200,75900
elderly_headed_hh,fourth_quintile,1979,42700,20400,63100,400,8600,54900
elderly_headed_hh,fourth_quintile,1980,39200,21100,60300,400,7400,53300
elderly_headed_hh,fourth_quintile,1981,37200,22200,59400,300,6600,53200
elderly_headed_hh,fourth_quintile,1982,35600,23400,59000,400,5500,53900
elderly_headed_hh,fourth_quintile,1983,35200,24400,59600,400,5700,54300
elderly_headed_hh,fourth_quintile,1984,39700,24200,63900,400,6700,57600
elderly_headed_hh,fourth_quintile,1985,39000,25000,64000,400,6400,58000
elderly_headed_hh,fourth_quintile,1986,40400,25800,66200,400,6700,59900
elderly_headed_hh,fourth_quintile,1987,42800,25200,68000,400,7600,60900
elderly_headed_hh,fourth_quintile,1988,43100,25200,68300,400,7700,61000
elderly_headed_hh,fourth_quintile,1989,43600,25200,68800,300,7700,61500
elderly_headed_hh,fourth_quintile,1990,42200,26200,68400,400,7300,61500
elderly_headed_hh,fourth_quintile,1991,39600,27400,67000,700,6700,61000
elderly_headed_hh,fourth_quintile,1992,39600,28200,67800,700,6900,61700
elderly_headed_hh,fourth_quintile,1993,38300,29700,68000,1000,6700,62300
elderly_headed_hh,fourth_quintile,1994,38900,29700,68600,1000,7000,62600
elderly_headed_hh,fourth_quintile,1995,39400,30300,69700,1100,7200,63600
elderly_headed_hh,fourth_quintile,1996,39400,31600,71000,1300,7100,65100
elderly_headed_hh,fourth_quintile,1997,40100,31700,71800,1300,7100,66000
elderly_headed_hh,fourth_quintile,1998,43700,31600,75300,1400,7800,69000
elderly_headed_hh,fourth_quintile,1999,47200,31500,78700,1400,8700,71500
elderly_headed_hh,fourth_quintile,2000,49500,31400,80900,1600,9100,73400
elderly_headed_hh,fourth_quintile,2001,47800,33000,80700,1700,7900,74500
elderly_headed_hh,fourth_quintile,2002,44300,34000,78300,2300,6800,73900
elderly_headed_hh,fourth_quintile,2003,46200,34500,80700,2400,7100,76000
elderly_headed_hh,fourth_quintile,2004,48300,35200,83500,2500,7800,78200
elderly_headed_hh,fourth_quintile,2005,50100,36000,86200,2500,8400,80200
elderly_headed_hh,fourth_quintile,2006,50400,38000,88400,2200,8700,82000
elderly_headed_hh,fourth_quintile,2007,52100,38100,90200,2600,8700,84100
elderly_headed_hh,fourth_quintile,2008,49400,38500,88000,2600,6400,84200
elderly_headed_hh,fourth_quintile,2009,44600,42300,86900,3100,6000,84000
elderly_headed_hh,fourth_quintile,2010,45200,41200,86400,3000,6400,83100
elderly_headed_hh,fourth_quintile,2011,47700,40000,87700,3100,6900,83900
elderly_headed_hh,fourth_quintile,2012,47700,40800,88500,3100,7100,84500
elderly_headed_hh,fourth_quintile,2013,49300,40600,89800,2900,7900,84800
elderly_headed_hh,fourth_quintile,2014,50600,40200,90800,3400,8400,85900
elderly_headed_hh,fourth_quintile,2015,52900,41800,94700,4000,8700,89900
elderly_headed_hh,fourth_quintile,2016,52800,42000,94900,4200,8600,90400
elderly_headed_hh,fourth_quintile,2017,55600,41300,96900,4300,9000,92200
elderly_headed_hh,fourth_quintile,2018,58500,40900,99400,3800,8700,94500
elderly_headed_hh,fourth_quintile,2019,60200,43000,103100,4400,9000,98500
elderly_headed_hh,fourth_quintile,2020,62800,44000,106800,6700,6000,107500
elderly_headed_hh,fourth_quintile,2021,64200,43200,107400,6000,7100,106200
elderly_headed_hh,highest_quintile,1979,144800,20000,164800,300,44700,120400
elderly_headed_hh,highest_quintile,1980,131500,20700,152200,200,38700,113700
elderly_headed_hh,highest_quintile,1981,124300,21800,146100,200,34100,112200
elderly_headed_hh,highest_quintile,1982,120700,23900,144600,200,29200,115600
elderly_headed_hh,highest_quintile,1983,121900,24800,146700,200,28800,118100
elderly_headed_hh,highest_quintile,1984,134600,25400,160100,100,33600,126600
elderly_headed_hh,highest_quintile,1985,140700,26500,167200,200,34200,133200
elderly_headed_hh,highest_quintile,1986,162800,27200,190000,200,38000,152300
elderly_headed_hh,highest_quintile,1987,153400,26300,179700,200,40700,139200
elderly_headed_hh,highest_quintile,1988,169600,26700,196300,300,45000,151600
elderly_headed_hh,highest_quintile,1989,163100,27000,190100,200,42000,148300
elderly_headed_hh,highest_quintile,1990,154600,27800,182300,200,39200,143400
elderly_headed_hh,highest_quintile,1991,140900,29100,170100,300,34800,135600
elderly_headed_hh,highest_quintile,1992,148400,30800,179200,400,37600,141900
elderly_headed_hh,highest_quintile,1993,148100,32400,180500,500,39700,141300
elderly_headed_hh,highest_quintile,1994,154200,33300,187500,600,43500,144600
elderly_headed_hh,highest_quintile,1995,155500,33400,188900,500,44800,144700
elderly_headed_hh,highest_quintile,1996,169800,34100,203900,600,49600,154900
elderly_headed_hh,highest_quintile,1997,177800,35100,212900,600,50700,162800
elderly_headed_hh,highest_quintile,1998,190300,35300,225600,800,52200,174200
elderly_headed_hh,highest_quintile,1999,206900,34500,241300,600,57200,184800
elderly_headed_hh,highest_quintile,2000,208200,35500,243700,900,56900,187700
elderly_headed_hh,highest_quintile,2001,186100,36200,222300,1000,48100,175200
elderly_headed_hh,highest_quintile,2002,177800,37400,215200,1300,45200,171300
elderly_headed_hh,highest_quintile,2003,192000,37200,229100,1400,47500,183100
elderly_headed_hh,highest_quintile,2004,219000,37900,256900,1300,55300,202900
elderly_headed_hh,highest_quintile,2005,233800,38300,272100,1200,60400,212800
elderly_headed_hh,highest_quintile,2006,236900,39900,276900,1400,61200,217000
elderly_headed_hh,highest_quintile,2007,253700,40100,293700,1700,62200,233300
elderly_headed_hh,highest_quintile,2008,214700,40700,255400,1300,48600,208100
elderly_headed_hh,highest_quintile,2009,184600,44600,229200,1700,41300,189600
elderly_headed_hh,highest_quintile,2010,192100,43300,235400,1700,44400,192700
elderly_headed_hh,highest_quintile,2011,207600,41500,249100,1300,48400,202000
elderly_headed_hh,highest_quintile,2012,229600,42200,271800,1400,54700,218500
elderly_headed_hh,highest_quintile,2013,207700,42400,250000,1200,54100,197200
elderly_headed_hh,highest_quintile,2014,224500,42800,267200,1800,59600,209400
elderly_headed_hh,highest_quintile,2015,233600,44000,277700,2000,61700,218000
elderly_headed_hh,highest_quintile,2016,231300,43700,275000,2300,60300,217000
elderly_headed_hh,highest_quintile,2017,243600,43400,287000,2000,60800,228200
elderly_headed_hh,highest_quintile,2018,251300,43500,294700,1600,58700,237700
elderly_headed_hh,highest_quintile,2019,253600,45200,298800,2100,59100,241700
elderly_headed_hh,highest_quintile,2020,269000,46900,315900,4500,60500,259900
elderly_headed_hh,highest_quintile,2021,309700,45600,355400,3200,72200,286400
elderly_headed_hh,percentiles_81_90,1979,68000,20400,88400,300,15800,72800
elderly_headed_hh,percentiles_81_90,1980,63100,20900,84000,300,14000,70300
elderly_headed_hh,percentiles_81_90,1981,60300,22200,82500,300,12600,70200
elderly_headed_hh,percentiles_81_90,1982,58200,24500,82700,200,10900,72100
elderly_headed_hh,percentiles_81_90,1983,58900,24900,83700,300,11100,73000
elderly_headed_hh,percentiles_81_90,1984,63400,25000,88400,200,12300,76300
elderly_headed_hh,percentiles_81_90,1985,62900,26000,88900,300,11800,77400
elderly_headed_hh,percentiles_81_90,1986,65900,27100,93000,300,12300,81100
elderly_headed_hh,percentiles_81_90,1987,70400,24800,95100,200,14500,80900
elderly_headed_hh,percentiles_81_90,1988,74400,24600,99000,300,15700,83600
elderly_headed_hh,percentiles_81_90,1989,74100,26000,100100,400,15500,84900
elderly_headed_hh,percentiles_81_90,1990,71600,26200,97700,300,14800,83200
elderly_headed_hh,percentiles_81_90,1991,69000,27700,96700,300,13800,83200
elderly_headed_hh,percentiles_81_90,1992,70300,29200,99500,400,14400,85500
elderly_headed_hh,percentiles_81_90,1993,69100,30200,99300,800,14200,85800
elderly_headed_hh,percentiles_81_90,1994,72600,31000,103600,700,16100,88200
elderly_headed_hh,percentiles_81_90,1995,75000,31300,106300,700,17100,89900
elderly_headed_hh,percentiles_81_90,1996,75200,32400,107600,600,17100,91100
elderly_headed_hh,percentiles_81_90,1997,75400,34000,109400,800,17100,93100
elderly_headed_hh,percentiles_81_90,1998,79900,34900,114800,900,18100,97600
elderly_headed_hh,percentiles_81_90,1999,85800,33700,119500,700,19900,100300
elderly_headed_hh,percentiles_81_90,2000,86100,34700,120800,1000,20000,101800
elderly_headed_hh,percentiles_81_90,2001,83200,35100,118300,1400,17400,102200
elderly_headed_hh,percentiles_81_90,2002,80400,36500,116900,1600,16000,102500
elderly_headed_hh,percentiles_81_90,2003,83600,36300,120000,1900,16000,105800
elderly_headed_hh,percentiles_81_90,2004,86600,37300,123900,1600,17100,108400
elderly_headed_hh,percentiles_81_90,2005,91200,38100,129300,1400,18600,112100
elderly_headed_hh,percentiles_81_90,2006,92500,39700,132200,1700,19200,114700
elderly_headed_hh,percentiles_81_90,2007,94000,39100,133100,2100,18800,116400
elderly_headed_hh,percentiles_81_90,2008,89900,39800,129700,1700,15300,116200
elderly_headed_hh,percentiles_81_90,2009,83100,44100,127200,2100,14300,115000
elderly_headed_hh,percentiles_81_90,2010,84300,43100,127400,2200,15000,114600
elderly_headed_hh,percentiles_81_90,2011,89400,41900,131300,1800,16000,117100
elderly_headed_hh,percentiles_81_90,2012,90700,42100,132800,1900,16700,118000
elderly_headed_hh,percentiles_81_90,2013,92400,42100,134400,1500,17900,118000
elderly_headed_hh,percentiles_81_90,2014,94000,42500,136400,2300,18500,120300
elderly_headed_hh,percentiles_81_90,2015,98300,43700,142100,2500,19400,125200
elderly_headed_hh,percentiles_81_90,2016,100300,43600,143900,2900,19600,127100
elderly_headed_hh,percentiles_81_90,2017,104900,42900,147800,2500,20300,130000
elderly_headed_hh,percentiles_81_90,2018,108500,43000,151500,2100,19300,134300
elderly_headed_hh,percentiles_81_90,2019,111900,44700,156700,2600,20100,139200
elderly_headed_hh,percentiles_81_90,2020,113500,46700,160300,5700,17000,149000
elderly_headed_hh,percentiles_81_90,2021,118000,45700,163800,3900,19100,148600
elderly_headed_hh,percentiles_91_95,1979,94000,20300,114300,400,23700,91000
elderly_headed_hh,percentiles_91_95,1980,90100,21400,111600,200,22400,89300
elderly_headed_hh,percentiles_91_95,1981,87000,22500,109500,100,20600,89000
elderly_headed_hh,percentiles_91_95,1982,82500,23900,106400,200,17200,89400
elderly_headed_hh,percentiles_91_95,1983,84300,25300,109500,100,17500,92200
elderly_headed_hh,percentiles_91_95,1984,100700,24700,125300,100,22900,102600
elderly_headed_hh,percentiles_91_95,1985,97100,25700,122800,100,21800,101100
elderly_headed_hh,percentiles_91_95,1986,100700,26500,127200,200,22200,105200
elderly_headed_hh,percentiles_91_95,1987,103800,26300,130200,200,25200,105100
elderly_headed_hh,percentiles_91_95,1988,105000,27200,132200,400,25300,107300
elderly_headed_hh,percentiles_91_95,1989,106000,27600,133600,100,25600,108100
elderly_headed_hh,percentiles_91_95,1990,104700,28700,133400,200,24800,108900
elderly_headed_hh,percentiles_91_95,1991,101000,29400,130400,400,23200,107600
elderly_headed_hh,percentiles_91_95,1992,102700,31700,134500,500,23700,111200
elderly_headed_hh,percentiles_91_95,1993,101700,33800,135500,400,24100,111800
elderly_headed_hh,percentiles_91_95,1994,103000,35500,138500,400,25900,113000
elderly_headed_hh,percentiles_91_95,1995,104600,35400,139900,400,27200,113100
elderly_headed_hh,percentiles_91_95,1996,110800,35700,146500,700,29400,117800
elderly_headed_hh,percentiles_91_95,1997,114800,35600,150500,500,29800,121200
elderly_headed_hh,percentiles_91_95,1998,123000,35200,158200,600,31400,127400
elderly_headed_hh,percentiles_91_95,1999,127800,34400,162200,700,32300,130600
elderly_headed_hh,percentiles_91_95,2000,132100,34700,166800,800,33400,134300
elderly_headed_hh,percentiles_91_95,2001,126600,36500,163100,700,29800,134000
