household_type,income_group,year,means_tested_transfers,medicaid_and_chip,snap,ssi,other_transfers
hh_with_children,second_quintile,1980,4100,1100,800,400,1900
hh_with_children,second_quintile,1981,3900,1000,800,300,1900
hh_with_children,second_quintile,1982,4100,1100,700,400,1900
hh_with_children,second_quintile,1983,4100,1100,700,400,1900
hh_with_children,second_quintile,1984,4000,1000,700,300,1900
hh_with_children,second_quintile,1985,4000,1100,600,400,1900
hh_with_children,second_quintile,1986,4000,1100,600,400,1800
hh_with_children,second_quintile,1987,3600,1200,400,500,1500
hh_with_children,second_quintile,1988,3700,1200,500,400,1500
hh_with_children,second_quintile,1989,4400,1500,600,500,1800
hh_with_children,second_quintile,1990,5100,1900,700,500,2000
hh_with_children,second_quintile,1991,5800,2200,900,500,2200
hh_with_children,second_quintile,1992,6800,2600,1100,700,2500
hh_with_children,second_quintile,1993,7200,2900,1000,700,2500
hh_with_children,second_quintile,1994,7100,2700,1000,700,2600
hh_with_children,second_quintile,1995,7200,2900,1000,800,2500
hh_with_children,second_quintile,1996,7300,2900,1100,800,2500
hh_with_children,second_quintile,1997,7100,3000,1000,800,2400
hh_with_children,second_quintile,1998,7300,3500,900,800,2100
hh_with_children,second_quintile,1999,7200,3700,800,700,2000
hh_with_children,second_quintile,2000,7200,3900,700,700,1900
hh_with_children,second_quintile,2001,7400,4300,700,800,1700
hh_with_children,second_quintile,2002,8000,4800,800,700,1700
hh_with_children,second_quintile,2003,8500,5200,900,700,1700
hh_with_children,second_quintile,2004,9000,5500,1000,700,1800
hh_with_children,second_quintile,2005,9300,5800,1100,800,1700
hh_with_children,second_quintile,2006,9300,5700,1100,800,1700
hh_with_children,second_quintile,2007,9400,5800,1100,800,1700
hh_with_children,second_quintile,2008,9800,6200,1200,700,1700
hh_with_children,second_quintile,2009,10900,6500,1800,800,1800
hh_with_children,second_quintile,2010,12000,7200,2100,800,2000
hh_with_children,second_quintile,2011,12200,7300,2200,800,1900
hh_with_children,second_quintile,2012,11800,7200,2100,800,1800
hh_with_children,second_quintile,2013,12400,7900,2000,800,1700
hh_with_children,second_quintile,2014,12400,8200,1700,800,1600
hh_with_children,second_quintile,2015,14100,9800,1700,800,1700
hh_with_children,second_quintile,2016,13600,9600,1500,800,1700
hh_with_children,second_quintile,2017,13400,9700,1400,700,1600
hh_with_children,second_quintile,2018,14000,10400,1300,800,1500
hh_with_children,second_quintile,2019,13900,10600,1100,800,1400
hh_with_children,second_quintile,2020,18900,10800,1700,600,5700
hh_with_children,second_quintile,2021,18900,11900,2500,600,3900
hh_with_children,middle_quintile,1979,1200,300,200,200,600
hh_with_children,middle_quintile,1980,1400,400,200,200,600
hh_with_children,middle_quintile,1981,1400,400,200,200,600
hh_with_children,middle_quintile,1982,1100,300,100,100,500
hh_with_children,middle_quintile,1983,900,300,100,100,400
hh_with_children,middle_quintile,1984,1300,400,200,200,500
hh_with_children,middle_quintile,1985,1000,300,100,200,400
hh_with_children,middle_quintile,1986,1100,400,100,200,400
hh_with_children,middle_quintile,1987,1000,300,100,200,400
hh_with_children,middle_quintile,1988,1100,400,100,200,400
hh_with_children,middle_quintile,1989,1200,500,100,200,400
hh_with_children,middle_quintile,1990,1800,800,200,300,600
hh_with_children,middle_quintile,1991,2300,1000,300,400,600
hh_with_children,middle_quintile,1992,3100,1300,400,500,800
hh_with_children,middle_quintile,1993,3500,1500,400,600,1000
hh_with_children,middle_quintile,1994,3500,1600,400,600,1000
hh_with_children,middle_quintile,1995,4000,1800,400,700,1100
hh_with_children,middle_quintile,1996,3800,1700,400,700,1000
hh_with_children,middle_quintile,1997,3800,1800,400,700,900
hh_with_children,middle_quintile,1998,3700,2000,300,600,800
hh_with_children,middle_quintile,1999,3800,2100,300,600,800
hh_with_children,middle_quintile,2000,4100,2600,300,600,700
hh_with_children,middle_quintile,2001,4000,2600,200,500,600
hh_with_children,middle_quintile,2002,5100,3300,400,700,800
hh_with_children,middle_quintile,2003,5500,3600,300,600,900
hh_with_children,middle_quintile,2004,5900,4000,400,600,900
hh_with_children,middle_quintile,2005,5500,3800,400,600,800
hh_with_children,middle_quintile,2006,5100,3400,400,500,700
hh_with_children,middle_quintile,2007,5600,3800,400,600,800
hh_with_children,middle_quintile,2008,6200,4200,500,700,800
hh_with_children,middle_quintile,2009,7600,5000,800,800,1000
hh_with_children,middle_quintile,2010,7900,5100,1000,800,1000
hh_with_children,middle_quintile,2011,8100,5300,1000,700,1000
hh_with_children,middle_quintile,2012,8300,5600,1000,800,900
hh_with_children,middle_quintile,2013,8800,5900,1000,900,1000
hh_with_children,middle_quintile,2014,9200,6500,900,800,1000
hh_with_children,middle_quintile,2015,9800,7200,900,800,900
hh_with_children,middle_quintile,2016,10300,7800,800,800,1000
hh_with_children,middle_quintile,2017,9900,7500,700,800,900
hh_with_children,middle_quintile,2018,9500,7400,600,700,700
hh_with_children,middle_quintile,2019,10500,8200,700,700,900
hh_with_children,middle_quintile,2020,16000,8700,1000,700,5600
hh_with_children,middle_quintile,2021,14600,9300,1400,600,3300
hh_with_children,fourth_quintile,1979,700,200,100,100,400
hh_with_children,fourth_quintile,1980,700,200,100,100,300
hh_with_children,fourth_quintile,1981,700,200,100,100,300
hh_with_children,fourth_quintile,1982,500,200,0,100,200
hh_with_children,fourth_quintile,1983,400,100,0,100,200
hh_with_children,fourth_quintile,1984,500,200,100,100,200
hh_with_children,fourth_quintile,1985,500,200,0,100,200
hh_with_children,fourth_quintile,1986,500,100,0,100,200
hh_with_children,fourth_quintile,1987,500,200,0,100,200
hh_with_children,fourth_quintile,1988,600,200,0,100,200
hh_with_children,fourth_quintile,1989,600,300,100,100,200
hh_with_children,fourth_quintile,1990,700,300,0,100,200
hh_with_children,fourth_quintile,1991,1000,500,100,200,300
hh_with_children,fourth_quintile,1992,1300,600,100,200,300
hh_with_children,fourth_quintile,1993,1400,600,100,300,300
hh_with_children,fourth_quintile,1994,1600,800,200,300,400
hh_with_children,fourth_quintile,1995,1600,800,200,300,400
hh_with_children,fourth_quintile,1996,1500,800,100,300,300
hh_with_children,fourth_quintile,1997,1500,800,100,300,200
hh_with_children,fourth_quintile,1998,1500,900,100,300,300
hh_with_children,fourth_quintile,1999,1600,1100,100,300,200
hh_with_children,fourth_quintile,2000,1800,1200,100,300,200
hh_with_children,fourth_quintile,2001,1800,1300,100,200,200
hh_with_children,fourth_quintile,2002,2200,1600,100,300,200
hh_with_children,fourth_quintile,2003,2500,1900,100,300,300
hh_with_children,fourth_quintile,2004,2700,2000,100,400,200
hh_with_children,fourth_quintile,2005,2300,1700,100,300,200
hh_with_children,fourth_quintile,2006,2400,1800,100,300,300
hh_with_children,fourth_quintile,2007,2600,1900,100,300,300
hh_with_children,fourth_quintile,2008,2900,2100,200,300,300
hh_with_children,fourth_quintile,2009,3700,2700,200,400,400
hh_with_children,fourth_quintile,2010,4000,2800,400,400,400
hh_with_children,fourth_quintile,2011,3800,2700,300,400,400
hh_with_children,fourth_quintile,2012,3800,2800,300,400,400
hh_with_children,fourth_quintile,2013,3800,2800,300,300,300
hh_with_children,fourth_quintile,2014,4700,3500,300,500,400
hh_with_children,fourth_quintile,2015,5500,4200,400,400,500
hh_with_children,fourth_quintile,2016,5700,4400,300,400,600
hh_with_children,fourth_quintile,2017,5500,4300,300,400,500
hh_with_children,fourth_quintile,2018,5000,4000,200,400,400
hh_with_children,fourth_quintile,2019,5800,4700,300,400,500
hh_with_children,fourth_quintile,2020,11300,5500,500,400,4800
hh_with_children,fourth_quintile,2021,9800,6000,700,400,2600
hh_with_children,highest_quintile,1979,500,100,0,100,200
hh_with_children,highest_quintile,1980,400,100,0,100,200
hh_with_children,highest_quintile,1981,400,100,0,100,200
hh_with_children,highest_quintile,1982,400,100,0,100,200
hh_with_children,highest_quintile,1983,300,100,0,0,200
hh_with_children,highest_quintile,1984,400,100,0,100,200
hh_with_children,highest_quintile,1985,400,100,0,100,200
hh_with_children,highest_quintile,1986,400,100,0,100,200
hh_with_children,highest_quintile,1987,300,100,0,0,200
hh_with_children,highest_quintile,1988,400,100,0,100,100
hh_with_children,highest_quintile,1989,500,200,0,100,200
hh_with_children,highest_quintile,1990,500,200,0,100,100
hh_with_children,highest_quintile,1991,700,300,100,100,200
hh_with_children,highest_quintile,1992,800,400,100,100,200
hh_with_children,highest_quintile,1993,800,400,100,200,200
hh_with_children,highest_quintile,1994,800,400,0,100,200
hh_with_children,highest_quintile,1995,1000,500,100,200,200
hh_with_children,highest_quintile,1996,800,400,0,100,200
hh_with_children,highest_quintile,1997,600,400,0,100,100
hh_with_children,highest_quintile,1998,600,400,0,100,100
hh_with_children,highest_quintile,1999,700,400,0,100,100
hh_with_children,highest_quintile,2000,800,600,0,100,100
hh_with_children,highest_quintile,2001,900,600,0,100,100
hh_with_children,highest_quintile,2002,1000,700,0,100,100
hh_with_children,highest_quintile,2003,1100,800,0,100,100
hh_with_children,highest_quintile,2004,1200,900,0,200,100
hh_with_children,highest_quintile,2005,1200,900,0,100,100
hh_with_children,highest_quintile,2006,1200,900,0,100,200
hh_with_children,highest_quintile,2007,1300,1000,0,100,200
hh_with_children,highest_quintile,2008,1400,1100,100,200,200
hh_with_children,highest_quintile,2009,1700,1300,100,200,200
hh_with_children,highest_quintile,2010,1600,1100,100,200,200
hh_with_children,highest_quintile,2011,1600,1200,100,100,200
hh_with_children,highest_quintile,2012,1500,1200,100,100,100
hh_with_children,highest_quintile,2013,1500,1200,100,100,200
hh_with_children,highest_quintile,2014,1900,1400,100,100,200
hh_with_children,highest_quintile,2015,2400,1900,100,200,200
hh_with_children,highest_quintile,2016,2500,2000,100,100,300
hh_with_children,highest_quintile,2017,2500,2000,100,100,200
hh_with_children,highest_quintile,2018,2000,1600,100,200,200
hh_with_children,highest_quintile,2019,2600,2000,100,200,200
hh_with_children,highest_quintile,2020,6700,3000,200,300,3200
hh_with_children,highest_quintile,2021,5000,2900,300,200,1700
hh_with_children,percentiles_81_90,1979,500,200,0,100,300
hh_with_children,percentiles_81_90,1980,400,100,0,100,200
hh_with_children,percentiles_81_90,1981,400,100,0,100,200
hh_with_children,percentiles_81_90,1982,300,100,0,100,100
hh_with_children,percentiles_81_90,1983,300,100,0,0,100
hh_with_children,percentiles_81_90,1984,400,100,0,100,200
hh_with_children,percentiles_81_90,1985,300,100,0,100,200
hh_with_children,percentiles_81_90,1986,400,100,0,100,200
hh_with_children,percentiles_81_90,1987,300,100,0,100,200
hh_with_children,percentiles_81_90,1988,400,100,0,100,100
hh_with_children,percentiles_81_90,1989,500,200,0,100,200
hh_with_children,percentiles_81_90,1990,500,200,0,100,100
hh_with_children,percentiles_81_90,1991,700,300,100,100,200
hh_with_children,percentiles_81_90,1992,900,400,100,100,200
hh_with_children,percentiles_81_90,1993,1000,500,100,200,200
hh_with_children,percentiles_81_90,1994,800,500,100,200,200
hh_with_children,percentiles_81_90,1995,1100,600,100,200,200
hh_with_children,percentiles_81_90,1996,900,600,0,200,200
hh_with_children,percentiles_81_90,1997,800,500,0,200,100
hh_with_children,percentiles_81_90,1998,700,500,0,100,100
hh_with_children,percentiles_81_90,1999,900,600,0,200,100
hh_with_children,percentiles_81_90,2000,1100,800,0,200,100
hh_with_children,percentiles_81_90,2001,900,700,0,100,100
hh_with_children,percentiles_81_90,2002,1200,900,0,200,200
hh_with_children,percentiles_81_90,2003,1400,1000,0,200,100
hh_with_children,percentiles_81_90,2004,1400,1000,0,200,100
hh_with_children,percentiles_81_90,2005,1400,1000,0,200,100
hh_with_children,percentiles_81_90,2006,1500,1100,0,200,200
hh_with_children,percentiles_81_90,2007,1600,1100,0,200,200
hh_with_children,percentiles_81_90,2008,1700,1200,100,200,200
hh_with_children,percentiles_81_90,2009,2100,1600,100,200,200
hh_with_children,percentiles_81_90,2010,1800,1300,100,200,200
hh_with_children,percentiles_81_90,2011,1900,1400,100,200,200
hh_with_children,percentiles_81_90,2012,1800,1400,100,100,200
hh_with_children,percentiles_81_90,2013,1900,1400,100,200,200
hh_with_children,percentiles_81_90,2014,2300,1800,100,200,300
hh_with_children,percentiles_81_90,2015,3000,2400,200,200,300
hh_with_children,percentiles_81_90,2016,3000,2400,100,200,300
hh_with_children,percentiles_81_90,2017,3100,2500,100,200,300
hh_with_children,percentiles_81_90,2018,2400,1900,100,200,200
hh_with_children,percentiles_81_90,2019,3300,2700,100,200,300
hh_with_children,percentiles_81_90,2020,8500,4000,300,300,3900
hh_with_children,percentiles_81_90,2021,6400,3800,300,200,2000
hh_with_children,percentiles_91_95,1979,400,100,0,0,200
hh_with_children,percentiles_91_95,1980,400,100,0,0,200
hh_with_children,percentiles_91_95,1981,300,100,0,0,200
hh_with_children,percentiles_91_95,1982,400,100,0,100,200
hh_with_children,percentiles_91_95,1983,200,0,0,0,100
hh_with_children,percentiles_91_95,1984,300,100,0,100,100
hh_with_children,percentiles_91_95,1985,300,100,0,0,200
hh_with_children,percentiles_91_95,1986,300,100,0,0,200
hh_with_children,percentiles_91_95,1987,200,100,0,0,100
hh_with_children,percentiles_91_95,1988,400,200,0,100,100
hh_with_children,percentiles_91_95,1989,400,200,0,100,100
hh_with_children,percentiles_91_95,1990,500,200,0,100,100
hh_with_children,percentiles_91_95,1991,600,200,100,100,200
hh_with_children,percentiles_91_95,1992,1000,500,100,100,400
hh_with_children,percentiles_91_95,1993,600,300,0,100,100
hh_with_children,percentiles_91_95,1994,800,400,0,200,200
hh_with_children,percentiles_91_95,1995,1000,500,100,200,300
hh_with_children,percentiles_91_95,1996,600,400,0,100,100
hh_with_children,percentiles_91_95,1997,400,200,0,100,100
hh_with_children,percentiles_91_95,1998,400,300,0,0,100
hh_with_children,percentiles_91_95,1999,500,300,0,100,100
hh_with_children,percentiles_91_95,2000,700,500,0,100,100
hh_with_children,percentiles_91_95,2001,700,500,0,100,100
hh_with_children,percentiles_91_95,2002,900,700,0,100,100
hh_with_children,percentiles_91_95,2003,900,700,0,100,100
hh_with_children,percentiles_91_95,2004,900,700,0,100,100
hh_with_children,percentiles_91_95,2005,1200,900,0,100,100
hh_with_children,percentiles_91_95,2006,1000,700,0,100,200
hh_with_children,percentiles_91_95,2007,1100,800,0,100,100
hh_with_children,percentiles_91_95,2008,1300,1000,0,100,100
hh_with_children,percentiles_91_95,2009,1700,1300,100,200,100
hh_with_children,percentiles_91_95,2010,1500,1100,100,200,100
hh_with_children,percentiles_91_95,2011,1300,1000,100,100,200
hh_with_children,percentiles_91_95,2012,1200,900,0,100,100
hh_with_children,percentiles_91_95,2013,1300,1000,0,100,100
hh_with_children,percentiles_91_95,2014,1500,1200,100,100,200
hh_with_children,percentiles_91_95,2015,2100,1600,100,200,200
hh_with_children,percentiles_91_95,2016,2200,1700,100,100,200
hh_with_children,percentiles_91_95,2017,2200,1800,100,100,200
hh_with_children,percentiles_91_95,2018,1800,1400,100,100,200
hh_with_children,percentiles_91_95,2019,2200,1700,100,200,200
hh_with_children,percentiles_91_95,2020,5500,2300,100,200,2900
hh_with_children,percentiles_91_95,2021,4500,2500,300,200,1600
hh_with_children,percentiles_96_99,1979,400,100,0,0,200
hh_with_children,percentiles_96_99,1980,400,100,0,0,200
hh_with_children,percentiles_96_99,1981,400,100,100,0,200
hh_with_children,percentiles_96_99,1982,400,200,0,0,200
hh_with_children,percentiles_96_99,1983,400,100,100,0,200
hh_with_children,percentiles_96_99,1984,400,100,100,0,200
hh_with_children,percentiles_96_99,1985,400,100,0,0,200
hh_with_children,percentiles_96_99,1986,300,100,0,0,200
hh_with_children,percentiles_96_99,1987,400,100,0,100,200
hh_with_children,percentiles_96_99,1988,300,100,0,0,200
hh_with_children,percentiles_96_99,1989,300,100,0,0,100
hh_with_children,percentiles_96_99,1990,400,200,0,0,100
hh_with_children,percentiles_96_99,1991,800,300,100,100,400
hh_with_children,percentiles_96_99,1992,600,300,0,100,200
hh_with_children,percentiles_96_99,1993,600,300,0,100,100
hh_with_children,percentiles_96_99,1994,700,400,0,100,200
hh_with_children,percentiles_96_99,1995,700,400,0,100,200
hh_with_children,percentiles_96_99,1996,400,300,0,0,100
hh_with_children,percentiles_96_99,1997,400,200,0,0,100
hh_with_children,percentiles_96_99,1998,600,400,0,100,100
hh_with_children,percentiles_96_99,1999,400,300,0,0,100
hh_with_children,percentiles_96_99,2000,500,300,0,0,100
hh_with_children,percentiles_96_99,2001,800,600,0,100,100
hh_with_children,percentiles_96_99,2002,700,500,0,100,100
hh_with_children,percentiles_96_99,2003,800,600,0,100,100
hh_with_children,percentiles_96_99,2004,1100,800,0,200,100
hh_with_children,percentiles_96_99,2005,1000,800,0,100,100
hh_with_children,percentiles_96_99,2006,900,600,0,100,200
hh_with_children,percentiles_96_99,2007,1100,800,0,100,100
hh_with_children,percentiles_96_99,2008,1100,800,0,100,100
hh_with_children,percentiles_96_99,2009,1100,800,100,100,200
hh_with_children,percentiles_96_99,2010,1100,800,100,100,100
hh_with_children,percentiles_96_99,2011,1200,900,0,100,100
hh_with_children,percentiles_96_99,2012,1100,900,0,100,100
hh_with_children,percentiles_96_99,2013,1100,900,0,0,100
hh_with_children,percentiles_96_99,2014,1200,1000,0,100,100
hh_with_children,percentiles_96_99,2015,1600,1200,100,200,200
hh_with_children,percentiles_96_99,2016,1800,1500,100,100,200
hh_with_children,percentiles_96_99,2017,1600,1300,100,100,200
hh_with_children,percentiles_96_99,2018,1400,1000,100,100,200
hh_with_children,percentiles_96_99,2019,1500,1200,0,100,200
hh_with_children,percentiles_96_99,2020,4700,2000,100,200,2400
hh_with_children,percentiles_96_99,2021,2900,1500,200,100,1100
hh_with_children,top_1_percent,1979,500,100,100,0,300
hh_with_children,top_1_percent,1980,700,100,100,100,300
hh_with_children,top_1_percent,1981,700,200,100,0,400
hh_with_children,top_1_percent,1982,500,200,100,0,300
hh_with_children,top_1_percent,1983,800,200,100,0,400
hh_with_children,top_1_percent,1984,600,200,100,0,300
hh_with_children,top_1_percent,1985,1000,300,100,100,400
hh_with_children,top_1_percent,1986,900,300,100,200,400
hh_with_children,top_1_percent,1987,700,200,100,100,300
hh_with_children,top_1_percent,1988,400,100,100,0,200
hh_with_children,top_1_percent,1989,600,300,0,100,200
hh_with_children,top_1_percent,1990,500,200,100,0,200
hh_with_children,top_1_percent,1991,800,400,100,100,300
hh_with_children,top_1_percent,1992,500,200,100,100,100
hh_with_children,top_1_percent,1993,900,400,100,100,300
hh_with_children,top_1_percent,1994,600,300,100,100,100
hh_with_children,top_1_percent,1995,1200,700,100,100,200
hh_with_children,top_1_percent,1996,500,300,0,0,200
hh_with_children,top_1_percent,1997,400,200,0,0,100
hh_with_children,top_1_percent,1998,500,300,0,100,100
hh_with_children,top_1_percent,1999,700,500,0,200,100
hh_with_children,top_1_percent,2000,300,200,0,0,100
hh_with_children,top_1_percent,2001,1000,600,0,200,100
hh_with_children,top_1_percent,2002,1000,700,0,100,200
hh_with_children,top_1_percent,2003,800,500,0,100,100
hh_with_children,top_1_percent,2004,700,500,0,0,100
hh_with_children,top_1_percent,2005,700,500,0,0,100
hh_with_children,top_1_percent,2006,800,600,0,100,100
hh_with_children,top_1_percent,2007,800,600,0,0,100
hh_with_children,top_1_percent,2008,1400,900,100,100,300
hh_with_children,top_1_percent,2009,1300,1000,100,100,200
hh_with_children,top_1_percent,2010,1500,1100,100,200,100
hh_with_children,top_1_percent,2011,1600,1100,100,200,100
hh_with_children,top_1_percent,2012,1200,800,0,200,100
hh_with_children,top_1_percent,2013,1200,1100,0,0,100
hh_with_children,top_1_percent,2014,1900,1400,200,100,200
hh_with_children,top_1_percent,2015,1600,1100,100,200,200
hh_with_children,top_1_percent,2016,2300,1800,100,100,300
hh_with_children,top_1_percent,2017,2300,1700,100,300,200
hh_with_children,top_1_percent,2018,2400,1900,100,200,200
hh_with_children,top_1_percent,2019,1700,1400,100,100,200
hh_with_children,top_1_percent,2020,3900,1600,100,200,2000
hh_with_children,top_1_percent,2021,3100,2000,200,0,900
elderly_headed_hh,all_quintiles,1979,1100,400,100,300,300
elderly_headed_hh,all_quintiles,1980,1200,400,100,300,300
elderly_headed_hh,all_quintiles,1981,1200,500,200,300,300
elderly_headed_hh,all_quintiles,1982,1200,500,100,300,300
elderly_headed_hh,all_quintiles,1983,1300,500,100,300,400
elderly_headed_hh,all_quintiles,1984,1300,500,100,200,400
elderly_headed_hh,all_quintiles,1985,1300,600,100,300,400
elderly_headed_hh,all_quintiles,1986,1300,600,100,300,400
elderly_headed_hh,all_quintiles,1987,1300,600,100,300,400
elderly_headed_hh,all_quintiles,1988,1400,600,100,300,400
elderly_headed_hh,all_quintiles,1989,1400,600,100,300,400
elderly_headed_hh,all_quintiles,1990,1500,700,100,300,400
elderly_headed_hh,all_quintiles,1991,1600,700,100,300,400
elderly_headed_hh,all_quintiles,1992,1800,800,100,400,400
elderly_headed_hh,all_quintiles,1993,1800,900,100,400,500
elderly_headed_hh,all_quintiles,1994,1900,1000,100,300,500
elderly_headed_hh,all_quintiles,1995,1900,1000,100,400,500
elderly_headed_hh,all_quintiles,1996,2000,1000,100,400,400
elderly_headed_hh,all_quintiles,1997,1900,1100,100,300,400
elderly_headed_hh,all_quintiles,1998,2100,1200,100,400,400
elderly_headed_hh,all_quintiles,1999,2100,1300,100,400,400
elderly_headed_hh,all_quintiles,2000,2200,1400,100,400,400
elderly_headed_hh,all_quintiles,2001,2400,1500,100,400,400
elderly_headed_hh,all_quintiles,2002,2600,1700,100,400,500
elderly_headed_hh,all_quintiles,2003,2800,1800,100,400,500
elderly_headed_hh,all_quintiles,2004,2800,1900,100,400,500
elderly_headed_hh,all_quintiles,2005,2800,1800,100,300,500
elderly_headed_hh,all_quintiles,2006,2700,1500,100,300,700
elderly_headed_hh,all_quintiles,2007,2700,1500,100,300,800
elderly_headed_hh,all_quintiles,2008,2800,1600,200,300,700
elderly_headed_hh,all_quintiles,2009,3100,1700,200,300,800
elderly_headed_hh,all_quintiles,2010,3000,1700,300,300,800
elderly_headed_hh,all_quintiles,2011,3100,1800,300,300,700
elderly_headed_hh,all_quintiles,2012,3100,1800,300,300,700
elderly_headed_hh,all_quintiles,2013,3000,1700,300,300,700
elderly_headed_hh,all_quintiles,2014,3700,2300,300,300,800
elderly_headed_hh,all_quintiles,2015,4000,2500,300,300,800
elderly_headed_hh,all_quintiles,2016,4200,2700,300,300,900
elderly_headed_hh,all_quintiles,2017,4200,2700,300,300,900
elderly_headed_hh,all_quintiles,2018,4200,2800,300,300,800
elderly_headed_hh,all_quintiles,2019,4300,2900,200,300,900
elderly_headed_hh,all_quintiles,2020,5900,3100,400,300,2100
elderly_headed_hh,all_quintiles,2021,5700,3300,500,200,1700
elderly_headed_hh,lowest_quintile,1979,1500,600,200,400,300
elderly_headed_hh,lowest_quintile,1980,1600,700,300,400,300
elderly_headed_hh,lowest_quintile,1981,1600,700,300,400,200
elderly_headed_hh,lowest_quintile,1982,1600,700,300,400,200
elderly_headed_hh,lowest_quintile,1983,1500,800,300,400,100
elderly_headed_hh,lowest_quintile,1984,1600,800,200,400,200
elderly_headed_hh,lowest_quintile,1985,1400,700,300,300,200
elderly_headed_hh,lowest_quintile,1986,1300,600,200,300,200
elderly_headed_hh,lowest_quintile,1987,1200,500,200,300,200
elderly_headed_hh,lowest_quintile,1988,1300,600,200,300,200
elderly_headed_hh,lowest_quintile,1989,1300,600,200,300,200
elderly_headed_hh,lowest_quintile,1990,1200,500,200,200,300
elderly_headed_hh,lowest_quintile,1991,1200,500,200,300,200
elderly_headed_hh,lowest_quintile,1992,1100,400,300,200,100
elderly_headed_hh,lowest_quintile,1993,1000,400,200,200,200
elderly_headed_hh,lowest_quintile,1994,1300,500,300,300,200
elderly_headed_hh,lowest_quintile,1995,1300,500,300,300,100
elderly_headed_hh,lowest_quintile,1996,1400,600,300,400,100
elderly_headed_hh,lowest_quintile,1997,1400,700,200,400,100
elderly_headed_hh,lowest_quintile,1998,1500,700,100,400,200
elderly_headed_hh,lowest_quintile,1999,1300,600,200,300,300
elderly_headed_hh,lowest_quintile,2000,1100,500,100,200,200
elderly_headed_hh,lowest_quintile,2001,1200,500,100,200,300
elderly_headed_hh,lowest_quintile,2002,1200,600,100,200,200
elderly_headed_hh,lowest_quintile,2003,1100,600,100,200,200
elderly_headed_hh,lowest_quintile,2004,1400,800,200,200,200
elderly_headed_hh,lowest_quintile,2005,1200,600,200,200,200
elderly_headed_hh,lowest_quintile,2006,1300,600,200,200,300
elderly_headed_hh,lowest_quintile,2007,1300,500,200,200,400
elderly_headed_hh,lowest_quintile,2008,1500,600,200,200,500
elderly_headed_hh,lowest_quintile,2009,1400,600,300,200,400
elderly_headed_hh,lowest_quintile,2010,1400,500,300,200,400
elderly_headed_hh,lowest_quintile,2011,1900,600,500,200,500
elderly_headed_hh,lowest_quintile,2012,2200,900,600,200,500
elderly_headed_hh,lowest_quintile,2013,2200,800,600,200,600
elderly_headed_hh,lowest_quintile,2014,2200,1100,400,100,600
elderly_headed_hh,lowest_quintile,2015,2300,1000,500,100,700
elderly_headed_hh,lowest_quintile,2016,2400,1000,500,100,700
elderly_headed_hh,lowest_quintile,2017,2500,1200,500,100,700
elderly_headed_hh,lowest_quintile,2018,2800,1400,400,200,800
elderly_headed_hh,lowest_quintile,2019,2900,1500,400,100,800
elderly_headed_hh,lowest_quintile,2020,3200,1300,500,100,1200
elderly_headed_hh,lowest_quintile,2021,3400,1500,700,100,1100
elderly_headed_hh,second_quintile,1979,1800,600,200,400,600
elderly_headed_hh,second_quintile,1980,2000,700,200,400,800
elderly_headed_hh,second_quintile,1981,2500,800,200,500,900
elderly_headed_hh,second_quintile,1982,2300,900,200,400,800
elderly_headed_hh,second_quintile,1983,2600,1100,200,500,800
elderly_headed_hh,second_quintile,1984,2600,1100,200,400,900
elderly_headed_hh,second_quintile,1985,2900,1200,200,500,1000
elderly_headed_hh,second_quintile,1986,2900,1200,200,500,1000
elderly_headed_hh,second_quintile,1987,2700,1100,200,400,1000
elderly_headed_hh,second_quintile,1988,2900,1200,200,500,1000
elderly_headed_hh,second_quintile,1989,2800,1200,200,400,1000
elderly_headed_hh,second_quintile,1990,3000,1300,200,500,1000
elderly_headed_hh,second_quintile,1991,3100,1400,200,500,900
elderly_headed_hh,second_quintile,1992,3100,1400,300,500,900
elderly_headed_hh,second_quintile,1993,2800,1200,200,500,900
elderly_headed_hh,second_quintile,1994,2800,1300,200,500,800
elderly_headed_hh,second_quintile,1995,2900,1500,200,500,700
elderly_headed_hh,second_quintile,1996,2900,1400,200,600,800
elderly_headed_hh,second_quintile,1997,3000,1500,200,500,800
elderly_headed_hh,second_quintile,1998,3300,1700,200,600,800
elderly_headed_hh,second_quintile,1999,3800,2200,200,700,800
elderly_headed_hh,second_quintile,2000,3800,2200,100,600,900
elderly_headed_hh,second_quintile,2001,3900,2400,100,600,900
elderly_headed_hh,second_quintile,2002,3600,2100,100,500,800
elderly_headed_hh,second_quintile,2003,3600,2100,200,400,900
elderly_headed_hh,second_quintile,2004,3600,2200,200,400,800
elderly_headed_hh,second_quintile,2005,4200,2600,200,500,900
elderly_headed_hh,second_quintile,2006,3500,1900,200,400,1100
elderly_headed_hh,second_quintile,2007,3900,1800,200,400,1400
elderly_headed_hh,second_quintile,2008,4000,2100,200,400,1300
elderly_headed_hh,second_quintile,2009,4100,2000,400,400,1300
elderly_headed_hh,second_quintile,2010,3700,1800,500,300,1100
elderly_headed_hh,second_quintile,2011,3900,2000,500,300,1100
elderly_headed_hh,second_quintile,2012,4100,2100,500,400,1100
elderly_headed_hh,second_quintile,2013,4000,1900,500,300,1200
elderly_headed_hh,second_quintile,2014,4800,2800,500,300,1200
elderly_headed_hh,second_quintile,2015,5400,3200,500,400,1400
elderly_headed_hh,second_quintile,2016,5500,3300,500,300,1400
